TrialOrder,TrialID,AngleResponse,AngleCorr,AngError,Start,End,RT,ID,AngErrorAbs
21,17,38.98331,146.6573,-107.67399, Stove, Harp,5.270844,427,107.67399
11,18,-34.50852,-4.299151,-30.209368999999995, Telescope, Harp,4.35376,427,30.209368999999995
8,19,-40.67773,-47.17128,6.493550000000006, Table, Well,6.555237,427,6.493550000000006
16,20,-62.30056,8.961795,-71.262355, Piano, Well,5.587433,427,71.262355
13,21,16.66577,-146.2155,162.88127, Trashcan, Mailbox,5.754242,427,162.88127
5,22,-109.1159,-51.54441,-57.57149, Bookshelf, Mailbox,12.8606,427,57.57149
9,23,-90.81847,-10.49368,-80.32479000000001, Piano, Chair,6.738831,427,80.32479000000001
1,24,-136.4688,-125.6807,-10.788099999999986, Trashcan, Chair,10.55869,427,10.788099999999986
3,1,146.31,139.8627,6.447300000000013, Well, Stove,9.524414,428,6.447300000000013
24,2,-36.3666,-49.85279,13.48619, Wheelbarrow, Stove,6.822327,428,13.48619
1,3,-26.56504,-36.09407,9.529030000000002, Mailbox, Piano,11.95966,428,9.529030000000002
14,4,-6.151827,-2.913495,-3.238332, Harp, Piano,6.221924,428,3.238332
17,5,-95.32573,-121.5305,26.20477000000001, Bookshelf, Table,19.38312,428,26.20477000000001
7,6,14.95863,24.73069,-9.77206, Chair, Table,9.658112,428,9.77206
19,7,-174.3694,-156.2066,-18.162800000000004, Trashcan, Plant,8.140198,428,18.162800000000004
10,8,98.99382,108.8188,-9.824979999999996, Harp, Plant,9.190948,428,9.824979999999996
16,9,162.646,151.2295,11.416499999999983, Stove, Bookshelf,6.48877,428,11.416499999999983
2,10,-79.11446,-155.7204,76.60594000000002, Plant, Bookshelf,8.590576,428,76.60594000000002
11,11,10.27715,10.1685,0.1086500000000008, Telescope, Trashcan,35.36237,428,0.1086500000000008
4,12,-16.41359,-13.0517,-3.361889999999999, Table, Trashcan,5.371155,428,3.361889999999999
23,13,155.9497,156.9717,-1.0219999999999914, Well, Telescope,20.88379,428,1.0219999999999914
12,14,-12.32975,0.0,-12.32975, Wheelbarrow, Telescope,24.06979,428,12.32975
13,15,-24.93842,-20.9935,-3.94492, Mailbox, Wheelbarrow,20.06656,428,3.94492
22,16,-178.4377,-141.7693,-36.66840000000002, Plant, Wheelbarrow,18.34833,428,36.66840000000002
8,17,163.791,146.6573,17.133700000000005, Stove, Harp,8.89032,428,17.133700000000005
20,18,-11.30991,-4.299151,-7.010759, Telescope, Harp,19.3158,428,7.010759
6,19,9.940597,-47.17128,57.11187700000001, Table, Well,7.522827,428,57.11187700000001
5,20,6.709843,8.961795,-2.251952, Piano, Well,9.207581,428,2.251952
21,21,-133.2406,-146.2155,12.974899999999993, Trashcan, Mailbox,6.905762,428,12.974899999999993
18,22,-37.18472,-51.54441,14.35969, Bookshelf, Mailbox,16.0459,428,14.35969
15,23,-14.93143,-10.49368,-4.437750000000001, Piano, Chair,13.0939,428,4.437750000000001
9,24,-121.1048,-125.6807,4.575900000000004, Trashcan, Chair,22.13492,428,4.575900000000004
17,1,150.0013,139.8627,10.138599999999997, Well, Stove,36.86346,429,10.138599999999997
21,2,146.3099,-49.85279,196.16269, Wheelbarrow, Stove,8.990662,429,163.83731
3,3,-175.0033,-36.09407,-138.90922999999998, Mailbox, Piano,15.79668,429,138.90922999999998
2,4,-82.25221,-2.913495,-79.33871500000001, Harp, Piano,13.69445,429,79.33871500000001
15,5,139.8344,-121.5305,261.3649, Bookshelf, Table,10.04138,429,98.63510000000002
20,6,-77.04726,24.73069,-101.77795, Chair, Table,7.890076,429,101.77795
10,7,-124.4673,-156.2066,31.73930000000001, Trashcan, Plant,36.58023,429,31.73930000000001
12,8,-119.1859,108.8188,-228.0047, Harp, Plant,13.49446,429,131.9953
8,9,-175.298,151.2295,-326.52750000000003, Stove, Bookshelf,8.106491,429,33.47249999999997
19,10,-173.5892,-155.7204,-17.868799999999993, Plant, Bookshelf,10.75882,429,17.868799999999993
18,11,-51.34024,10.1685,-61.50874, Telescope, Trashcan,11.37598,429,61.50874
24,12,-32.27562,-13.0517,-19.223920000000003, Table, Trashcan,10.89224,429,19.223920000000003
9,13,-127.7111,156.9717,-284.6828, Well, Telescope,9.591064,429,75.31720000000001
5,14,163.1132,0.0,163.1132, Wheelbarrow, Telescope,36.66356,429,163.1132
14,15,78.77422,-20.9935,99.76772, Mailbox, Wheelbarrow,13.04417,429,99.76772
11,16,91.48788,-141.7693,233.25718, Plant, Wheelbarrow,14.04494,429,126.74282
1,17,144.2026,146.6573,-2.4547000000000025, Stove, Harp,27.65619,429,2.4547000000000025
4,18,138.4064,-4.299151,142.705551, Telescope, Harp,9.457413,429,142.705551
7,19,-78.25004,-47.17128,-31.07876, Table, Well,11.96007,429,31.07876
16,20,-131.4064,8.961795,-140.368195, Piano, Well,33.211,429,140.368195
6,21,-51.34021,-146.2155,94.87529, Trashcan, Mailbox,9.107376,429,94.87529
23,22,-19.51079,-51.54441,32.03362, Bookshelf, Mailbox,15.34579,429,32.03362
22,23,-111.8014,-10.49368,-101.30772, Piano, Chair,16.6636,429,101.30772
13,24,-167.8163,-125.6807,-42.13560000000001, Trashcan, Chair,12.12646,429,42.13560000000001
11,1,-142.1935,139.8627,-282.0562, Well, Stove,22.73514,430,77.94380000000001
19,2,16.77123,-49.85279,66.62402, Wheelbarrow, Stove,6.788696,430,66.62402
3,3,-54.80613,-36.09407,-18.71206, Mailbox, Piano,12.10982,430,18.71206
15,4,0.0,-2.913495,2.913495, Harp, Piano,15.31244,430,2.913495
13,5,-100.0369,-121.5305,21.4936, Bookshelf, Table,18.54852,430,21.4936
24,6,64.91187,24.73069,40.18118, Chair, Table,9.357819,430,40.18118
20,7,-139.7637,-156.2066,16.44290000000001, Trashcan, Plant,9.524658,430,16.44290000000001
22,8,124.796,108.8188,15.97720000000001, Harp, Plant,17.49768,430,15.97720000000001
2,9,110.2249,151.2295,-41.0046, Stove, Bookshelf,15.02925,430,41.0046
1,10,-135.0,-155.7204,20.72040000000001, Plant, Bookshelf,17.33083,430,20.72040000000001
16,11,9.334984,10.1685,-0.8335159999999995, Telescope, Trashcan,9.274292,430,0.8335159999999995
12,12,-12.63332,-13.0517,0.4183800000000008, Table, Trashcan,11.07574,430,0.4183800000000008
23,13,-160.4841,156.9717,-317.4558, Well, Telescope,15.64624,430,42.54419999999999
7,14,-7.994853,0.0,-7.994853, Wheelbarrow, Telescope,23.18588,430,7.994853
14,15,-82.53946,-20.9935,-61.54596000000001, Mailbox, Wheelbarrow,13.76144,430,61.54596000000001
18,16,-160.9744,-141.7693,-19.205100000000016, Plant, Wheelbarrow,10.55872,430,19.205100000000016
6,17,114.3764,146.6573,-32.28089999999999, Stove, Harp,11.77629,430,32.28089999999999
5,18,11.06121,-4.299151,15.360361, Telescope, Harp,12.51041,430,15.360361
8,19,-38.58119,-47.17128,8.590090000000004, Table, Well,10.89252,430,8.590090000000004
4,20,-39.17369,8.961795,-48.135485, Piano, Well,10.79202,430,48.135485
21,21,-114.4986,-146.2155,31.716899999999995, Trashcan, Mailbox,12.24326,430,31.716899999999995
9,22,-35.53771,-51.54441,16.006700000000002, Bookshelf, Mailbox,8.87384,430,16.006700000000002
10,23,-29.11618,-10.49368,-18.6225, Piano, Chair,16.34677,430,18.6225
17,24,-111.7005,-125.6807,13.980199999999996, Trashcan, Chair,15.34604,430,13.980199999999996
3,1,-42.17604,139.8627,-182.03874, Well, Stove,5.371033,431,177.96126
19,2,-85.91434,-49.85279,-36.06155, Wheelbarrow, Stove,9.324402,431,36.06155
18,3,-53.4404,-36.09407,-17.346329999999995, Mailbox, Piano,6.905579,431,17.346329999999995
15,4,-96.92113,-2.913495,-94.007635, Harp, Piano,8.089905,431,94.007635
22,5,-27.18783,-121.5305,94.34267, Bookshelf, Table,5.671265,431,94.34267
21,6,-41.09146,24.73069,-65.82215, Chair, Table,4.203552,431,65.82215
1,7,176.3256,-156.2066,332.5322, Trashcan, Plant,6.70575,431,27.46780000000001
17,8,70.27769,108.8188,-38.54110999999999, Harp, Plant,9.224365,431,38.54110999999999
24,9,-149.9706,151.2295,-301.2001, Stove, Bookshelf,3.619751,431,58.79989999999998
23,10,66.08374,-155.7204,221.80414, Plant, Bookshelf,5.888184,431,138.19586
13,11,-111.3836,10.1685,-121.5521, Telescope, Trashcan,4.069824,431,121.5521
9,12,-150.6795,-13.0517,-137.62779999999998, Table, Trashcan,8.523804,431,137.62779999999998
5,13,146.1363,156.9717,-10.835399999999993, Well, Telescope,7.406189,431,10.835399999999993
7,14,-104.8683,0.0,-104.8683, Wheelbarrow, Telescope,10.42517,431,104.8683
10,15,146.6593,-20.9935,167.6528, Mailbox, Wheelbarrow,5.571411,431,167.6528
14,16,56.76829,-141.7693,198.53759, Plant, Wheelbarrow,7.45636,431,161.46241
2,17,162.5252,146.6573,15.86790000000002, Stove, Harp,15.39606,431,15.86790000000002
6,18,-67.89729,-4.299151,-63.598139, Telescope, Harp,4.887268,431,63.598139
20,19,109.5731,-47.17128,156.74438, Table, Well,4.453613,431,156.74438
8,20,170.789,8.961795,161.827205, Piano, Well,5.704651,431,161.827205
12,21,137.872,-146.2155,284.0875, Trashcan, Mailbox,3.502808,431,75.91250000000002
16,22,110.2036,-51.54441,161.74801, Bookshelf, Mailbox,6.872314,431,161.74801
11,23,134.817,-10.49368,145.31068000000002, Piano, Chair,5.30426,431,145.31068000000002
4,24,167.9177,-125.6807,293.5984, Trashcan, Chair,7.005676,431,66.40159999999997
13,1,128.4398,139.8627,-11.422899999999998, Well, Stove,5.687927,432,11.422899999999998
21,2,-50.19443,-49.85279,-0.3416399999999981, Wheelbarrow, Stove,6.955994,432,0.3416399999999981
16,3,-80.7355,-36.09407,-44.64143, Mailbox, Piano,3.819763,432,44.64143
6,4,-176.0548,-2.913495,-173.141305, Harp, Piano,12.92731,432,173.141305
7,5,116.1942,-121.5305,237.7247, Bookshelf, Table,5.12085,432,122.27529999999999
11,6,49.23639,24.73069,24.5057, Chair, Table,9.507874,432,24.5057
5,7,-175.2595,-156.2066,-19.052899999999998, Trashcan, Plant,5.98822,432,19.052899999999998
19,8,-96.90355,108.8188,-205.72235, Harp, Plant,6.221802,432,154.27765
8,9,-152.8402,151.2295,-304.0697, Stove, Bookshelf,8.773865,432,55.93029999999999
24,10,177.7784,-155.7204,333.4988, Plant, Bookshelf,5.938293,432,26.501199999999983
1,11,-90.7795,10.1685,-100.948, Telescope, Trashcan,9.157776,432,100.948
17,12,16.90234,-13.0517,29.95404, Table, Trashcan,12.72711,432,29.95404
4,13,98.13009,156.9717,-58.84161, Well, Telescope,4.837524,432,58.84161
22,14,12.77875,0.0,12.77875, Wheelbarrow, Telescope,5.587952,432,12.77875
23,15,29.51898,-20.9935,50.51248, Mailbox, Wheelbarrow,18.34833,432,50.51248
12,16,-87.61404,-141.7693,54.155259999999984, Plant, Wheelbarrow,7.522888,432,54.155259999999984
10,17,-102.2005,146.6573,-248.8578, Stove, Harp,4.937317,432,111.1422
18,18,-65.12583,-4.299151,-60.82667899999999, Telescope, Harp,9.040833,432,60.82667899999999
3,19,-160.9619,-47.17128,-113.79062000000002, Table, Well,4.987427,432,113.79062000000002
2,20,-121.8972,8.961795,-130.858995, Piano, Well,13.36084,432,130.858995
9,21,-154.1695,-146.2155,-7.954000000000008, Trashcan, Mailbox,13.7948,432,7.954000000000008
20,22,-102.9946,-51.54441,-51.450190000000006, Bookshelf, Mailbox,7.939514,432,51.450190000000006
14,23,151.0625,-10.49368,161.55618, Piano, Chair,6.421875,432,161.55618
15,24,158.8186,-125.6807,284.4993, Trashcan, Chair,6.238525,432,75.5007
6,1,39.17369,139.8627,-100.68901, Well, Stove,7.806335,433,100.68901
4,2,106.2602,-49.85279,156.11299, Wheelbarrow, Stove,25.60421,433,156.11299
20,3,-35.83755,-36.09407,0.2565200000000018, Mailbox, Piano,4.887375,433,0.2565200000000018
11,4,-61.6991,-2.913495,-58.785605, Harp, Piano,5.337578,433,58.785605
24,5,111.8014,-121.5305,233.3319, Bookshelf, Table,9.808167,433,126.66810000000001
7,6,75.96363,24.73069,51.23294, Chair, Table,10.30839,433,51.23294
16,7,136.4442,-156.2066,292.6508, Trashcan, Plant,10.45815,433,67.3492
18,8,145.823,108.8188,37.00420000000001, Harp, Plant,12.39369,433,37.00420000000001
21,9,-94.89912,151.2295,-246.12862, Stove, Bookshelf,10.04161,433,113.87137999999999
1,10,-95.71063,-155.7204,60.00977000000002, Plant, Bookshelf,27.32258,433,60.00977000000002
8,11,-79.21563,10.1685,-89.38413, Telescope, Trashcan,4.570282,433,89.38413
13,12,-75.25649,-13.0517,-62.20479, Table, Trashcan,16.79706,433,62.20479
2,13,119.476,156.9717,-37.4957, Well, Telescope,6.538692,433,37.4957
3,14,114.7754,0.0,114.7754, Wheelbarrow, Telescope,23.88622,433,114.7754
19,15,-50.04245,-20.9935,-29.04895, Mailbox, Wheelbarrow,8.506805,433,29.04895
9,16,-91.90917,-141.7693,49.860129999999984, Plant, Wheelbarrow,13.81161,433,49.860129999999984
5,17,-90.0,146.6573,-236.6573, Stove, Harp,7.789894,433,123.34270000000001
15,18,-75.46545,-4.299151,-71.16629900000001, Telescope, Harp,6.438919,433,71.16629900000001
10,19,-73.30057,-47.17128,-26.12928999999999, Table, Well,5.421204,433,26.12928999999999
17,20,-122.7352,8.961795,-131.69699500000002, Piano, Well,4.253662,433,131.69699500000002
23,21,173.1076,-146.2155,319.32309999999995, Trashcan, Mailbox,6.822113,433,40.676900000000046
12,22,161.565,-51.54441,213.10941, Bookshelf, Mailbox,8.056816,433,146.89059
14,23,-172.6476,-10.49368,-162.15392, Piano, Chair,5.671265,433,162.15392
22,24,-167.6193,-125.6807,-41.93860000000001, Trashcan, Chair,5.537933,433,41.93860000000001
11,1,154.179,139.8627,14.316300000000012, Well, Stove,11.9599,434,14.316300000000012
2,2,-43.65211,-49.85279,6.200679999999998, Wheelbarrow, Stove,6.221863,434,6.200679999999998
7,3,-32.4712,-36.09407,3.622869999999999, Mailbox, Piano,5.788025,434,3.622869999999999
23,4,6.709843,-2.913495,9.623338, Harp, Piano,5.170959,434,9.623338
10,5,-102.2758,-121.5305,19.2547, Bookshelf, Table,11.74304,434,19.2547
24,6,30.68516,24.73069,5.954470000000001, Chair, Table,10.07495,434,5.954470000000001
18,7,-149.0363,-156.2066,7.1702999999999975, Trashcan, Plant,4.754272,434,7.1702999999999975
8,8,119.2639,108.8188,10.44510000000001, Harp, Plant,13.61084,434,10.44510000000001
9,9,151.9275,151.2295,0.6980000000000075, Stove, Bookshelf,11.29303,434,0.6980000000000075
19,10,-142.7652,-155.7204,12.95520000000002, Plant, Bookshelf,18.09802,434,12.95520000000002
22,11,6.709843,10.1685,-3.458657, Telescope, Trashcan,6.137939,434,3.458657
12,12,-16.99081,-13.0517,-3.93911, Table, Trashcan,17.8645,434,3.93911
6,13,16.87627,156.9717,-140.09543, Well, Telescope,10.008,434,140.09543
4,14,-22.86848,0.0,-22.86848, Wheelbarrow, Telescope,5.838501,434,22.86848
1,15,-41.14653,-20.9935,-20.15303, Mailbox, Wheelbarrow,7.989929,434,20.15303
21,16,-178.9948,-141.7693,-37.22550000000001, Plant, Wheelbarrow,11.34302,434,37.22550000000001
3,17,142.2113,146.6573,-4.445999999999998, Stove, Harp,10.19165,434,4.445999999999998
14,18,11.23929,-4.299151,15.538441, Telescope, Harp,11.55975,434,15.538441
16,19,-44.51447,-47.17128,2.65681, Table, Well,5.988159,434,2.65681
5,20,22.44914,8.961795,13.487345, Piano, Well,8.606812,434,13.487345
20,21,-133.3788,-146.2155,12.83669999999998, Trashcan, Mailbox,11.276,434,12.83669999999998
15,22,-49.18495,-51.54441,2.3594599999999986, Bookshelf, Mailbox,7.239319,434,2.3594599999999986
13,23,-11.6015,-10.49368,-1.1078200000000002, Piano, Chair,4.970642,434,1.1078200000000002
17,24,-94.46715,-125.6807,31.21355, Trashcan, Chair,11.59265,434,31.21355
7,1,28.26402,139.8627,-111.59868, Well, Stove,10.47528,435,111.59868
3,2,118.9914,-49.85279,168.84419, Wheelbarrow, Stove,8.540344,435,168.84419
1,3,-56.95448,-36.09407,-20.860409999999995, Mailbox, Piano,21.76807,435,20.860409999999995
5,4,35.81944,-2.913495,38.732935, Harp, Piano,20.26691,435,38.732935
14,5,-72.73702,-121.5305,48.79348, Bookshelf, Table,7.55603,435,48.79348
19,6,-92.5138,24.73069,-117.24449, Chair, Table,4.703674,435,117.24449
18,7,84.1824,-156.2066,240.389, Trashcan, Plant,8.657104,435,119.61099999999999
21,8,93.0356,108.8188,-15.783199999999994, Harp, Plant,6.805542,435,15.783199999999994
6,9,161.2587,151.2295,10.029200000000005, Stove, Bookshelf,11.25928,435,10.029200000000005
16,10,-42.08398,-155.7204,113.63642000000002, Plant, Bookshelf,7.222534,435,113.63642000000002
23,11,-45.96017,10.1685,-56.12867, Telescope, Trashcan,6.155029,435,56.12867
8,12,-47.37693,-13.0517,-34.325230000000005, Table, Trashcan,6.238586,435,34.325230000000005
11,13,-163.94,156.9717,-320.9117, Well, Telescope,9.758057,435,39.088300000000004
20,14,161.9753,0.0,161.9753, Wheelbarrow, Telescope,5.704895,435,161.9753
17,15,45.61609,-20.9935,66.60959, Mailbox, Wheelbarrow,8.873962,435,66.60959
22,16,-120.5978,-141.7693,21.17149999999998, Plant, Wheelbarrow,6.872437,435,21.17149999999998
9,17,-153.7586,146.6573,-300.4159, Stove, Harp,11.07556,435,59.58409999999998
4,18,27.16187,-4.299151,31.461021, Telescope, Harp,13.72772,435,31.461021
13,19,-104.6137,-47.17128,-57.44241999999999, Table, Well,6.471985,435,57.44241999999999
10,20,73.0879,8.961795,64.12610500000001, Piano, Well,7.239319,435,64.12610500000001
2,21,28.1786,-146.2155,174.39409999999998, Trashcan, Mailbox,7.989929,435,174.39409999999998
15,22,132.9854,-51.54441,184.52981, Bookshelf, Mailbox,9.441223,435,175.47019
12,23,85.32075,-10.49368,95.81443, Piano, Chair,4.904114,435,95.81443
24,24,111.0032,-125.6807,236.6839, Trashcan, Chair,8.273499,435,123.3161
10,1,130.213,139.8627,-9.649699999999996, Well, Stove,8.022583,436,9.649699999999996
6,2,135.2377,-49.85279,185.09049, Wheelbarrow, Stove,11.12585,436,174.90951
11,3,145.3487,-36.09407,181.44277, Mailbox, Piano,13.7113,436,178.55723
18,4,-38.21102,-2.913495,-35.297525, Harp, Piano,8.256714,436,35.297525
14,5,160.0169,-121.5305,281.5474, Bookshelf, Table,4.987549,436,78.45260000000002
5,6,65.05609,24.73069,40.3254, Chair, Table,7.623108,436,40.3254
2,7,67.9541,-156.2066,224.1607, Trashcan, Plant,5.97168,436,135.8393
21,8,159.8293,108.8188,51.01049999999999, Harp, Plant,9.27417,436,51.01049999999999
8,9,157.5838,151.2295,6.354299999999995, Stove, Bookshelf,16.5636,436,6.354299999999995
24,10,-151.7712,-155.7204,3.949200000000019, Plant, Bookshelf,15.84631,436,3.949200000000019
20,11,-136.9305,10.1685,-147.099, Telescope, Trashcan,8.340332,436,147.099
23,12,17.9908,-13.0517,31.0425, Table, Trashcan,26.55542,436,31.0425
17,13,-145.3591,156.9717,-302.3308, Well, Telescope,7.489502,436,57.66919999999999
22,14,-47.29055,0.0,-47.29055, Wheelbarrow, Telescope,7.772949,436,47.29055
15,15,-108.5954,-20.9935,-87.6019, Mailbox, Wheelbarrow,10.84204,436,87.6019
1,16,-91.35587,-141.7693,50.41342999999999, Plant, Wheelbarrow,13.41119,436,50.41342999999999
9,17,166.2047,146.6573,19.54740000000001, Stove, Harp,28.97437,436,19.54740000000001
16,18,51.84274,-4.299151,56.141891, Telescope, Harp,17.26428,436,56.141891
13,19,-35.88215,-47.17128,11.28913, Table, Well,7.055786,436,11.28913
19,20,71.04575,8.961795,62.083955, Piano, Well,5.387695,436,62.083955
12,21,93.36649,-146.2155,239.58199, Trashcan, Mailbox,5.638062,436,120.41801000000001
7,22,-136.4772,-51.54441,-84.93279000000001, Bookshelf, Mailbox,42.53479,436,84.93279000000001
3,23,180.0,-10.49368,190.49368, Piano, Chair,9.507629,436,169.50632
4,24,128.8534,-125.6807,254.5341, Trashcan, Chair,10.92584,436,105.4659
2,1,153.0095,139.8627,13.146800000000011, Well, Stove,8.090088,437,13.146800000000011
4,2,-101.171,-49.85279,-51.31821000000001, Wheelbarrow, Stove,12.87726,437,51.31821000000001
21,3,58.35535,-36.09407,94.44942, Mailbox, Piano,14.32843,437,94.44942
13,4,-11.7006,-2.913495,-8.787105, Harp, Piano,14.87903,437,8.787105
5,5,-135.4697,-121.5305,-13.939199999999984, Bookshelf, Table,18.66534,437,13.939199999999984
22,6,15.07914,24.73069,-9.65155, Chair, Table,11.20929,437,9.65155
10,7,111.3929,-156.2066,267.59950000000003, Trashcan, Plant,9.20752,437,92.40049999999997
